Job Title,Rating,Company Name,Size,Founded,Type of ownership,Sector,Position,lower_salary,higher_salary,city,state,state_full
"Sr. BI Business Analyst/Data Visualization Expert Initial Remote position at San Jose, CA for an year long proect.",3.5,DynPro Inc.,51 to 200 employees,1996,Company - Private,Information Technology,2,58000,93000,San Jose,CA,California
Sr Data Analyst,3.7,eHealth,1001 to 5000 employees,1997,Company - Public,Insurance,2,58000,93000,Santa Clara,CA,California
Bioinformatics Data Analyst,2.2,Centrillion,1 to 50 employees,2009,Company - Private,Biotech & Pharmaceuticals,2,58000,93000,Palo Alto,CA,California
Lead Data Analyst,3.7,Enquero Inc,501 to 1000 employees,2014,Company - Private,Information Technology,2,58000,93000,Milpitas,CA,California
Data Analyst - Redwood City via Company Shuttle!,3.7,Creative Circle,201 to 500 employees,2002,Company - Public,Business Services,2,58000,93000,Mountain View,CA,California
SAP Materials Master Data Analyst (Temp),3.1,Mizuho OSI,201 to 500 employees,1978,Company - Private,Manufacturing,2,58000,93000,Union City,CA,California
RM - Data Maintenance Analyst,3.7,eTeam Inc.,51 to 200 employees,1999,Company - Private,Business Services,2,58000,93000,Mountain View,CA,California
Data Analyst with Teradata Exp,4,SOFTHQ INC,51 to 200 employees,2010,Company - Private,Information Technology,2,58000,93000,Sunnyvale,CA,California
Data Analyst (Fluent in German),3.7,Creative Circle,201 to 500 employees,2002,Company - Public,Business Services,2,58000,93000,Sunnyvale,CA,California
Data Analyst Junior,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,58000,93000,San Jose,CA,California
"Sr. Analyst, Data Governance",4.5,Fortinet,10000+ employees,2000,Company - Public,Information Technology,2,58000,93000,Sunnyvale,CA,California
Data Analyst - MPK,3.9,Crystal Equation,51 to 200 employees,2006,Company - Private,Information Technology,2,58000,93000,Menlo Park,CA,California
"Senior Market Research Analyst, Data Insights",4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,2,58000,93000,Santa Clara,CA,California
Data Analyst - Bilingual English and Danish,3.3,Vaco,501 to 1000 employees,2002,Company - Private,Business Services,2,58000,93000,Palo Alto,CA,California
Jr. Software Data/Operations Analyst Opportunity MTV,3.5,Akorbi,201 to 500 employees,2003,Company - Private,Business Services,2,58000,93000,Mountain View,CA,California
"Senior Global Data Analyst, People Operations",4.4,Google,10000+ employees,1998,Company - Public,Information Technology,2,58000,93000,Mountain View,CA,California
Data Analyst III,3.6,"ICONMA, LLC",1001 to 5000 employees,2000,Company - Private,Business Services,2,58000,93000,Redwood City,CA,California
German Speaking Data Analyst J,4.8,Anzu Global,1 to 50 employees,2006,Company - Private,Business Services,2,58000,93000,Cupertino,CA,California
Advance Data Analyst - HSV Materials Customer Support,4.1,"Cadence Design Systems, Inc.",5001 to 10000 employees,1988,Company - Public,Information Technology,2,58000,93000,San Jose,CA,California
"Intern, IT Business Analyst",3.2,Vera Institute of Justice,201 to 500 employees,1961,Nonprofit Organization,Non-Profit,1,59000,85000,Brooklyn,NY,New York
Business Analyst,4.4,Talon,51 to 200 employees,2001,Company - Private,Business Services,1,59000,85000,New York,NY,New York
"Senior Analyst - Financial Planning, System Solutions & Automation",3.2,Geller & Company,501 to 1000 employees,1984,Company - Private,Finance,1,59000,85000,New York,NY,New York
Commercial Lending Business Analyst,3.2,Finastra,10000+ employees,2017,Company - Private,Finance,1,59000,85000,New York,NY,New York
Business Analyst,2.8,Gate Staffing LLC,1 to 50 employees,2010,Self-employed,Information Technology,1,59000,85000,New York,NY,New York
Business Analyst,3.3,PROLIM Global Corporation,201 to 500 employees,2005,Company - Private,Information Technology,1,59000,85000,New York,NY,New York
Business Systems Analyst,4.7,Staid Logic LLC,51 to 200 employees,2006,Company - Private,Information Technology,1,59000,85000,New York,NY,New York
Business Analyst,3.5,ZT Systems,1001 to 5000 employees,1994,Company - Private,Information Technology,1,59000,85000,Secaucus,NJ,New Jersey
Business Analyst,3.8,Saven Technologies Inc.,201 to 500 employees,1999,Company - Private,Information Technology,1,59000,85000,South Plainfield,NJ,New Jersey
"Senior Analyst, Analytics",2.7,A Place for Mom,501 to 1000 employees,2000,Company - Private,Health Care,1,59000,85000,New York,NY,New York
Business Analyst,3.7,22nd Century Technologies,1001 to 5000 employees,1997,Company - Private,Information Technology,1,59000,85000,Brooklyn,NY,New York
"Restructuring Advisory, Analyst",3.6,Teneo,501 to 1000 employees,2011,Company - Private,Business Services,1,59000,85000,New York,NY,New York
Digital Analyst,2.7,A Place for Mom,501 to 1000 employees,2000,Company - Private,Health Care,1,59000,85000,New York,NY,New York
Business Analyst - Commercial Lending,5,Blue Horizon Tek Solutions,1 to 50 employees,1987,Company - Private,Business Services,1,59000,85000,New York,NY,New York
Entry-Level Recruitment Analyst,3.8,Wynden Stark,51 to 200 employees,2009,Company - Private,Business Services,1,59000,85000,New York,NY,New York
Business Systems Analyst,3.1,Seven Seven Softwares,201 to 500 employees,1996,Company - Public,Information Technology,1,59000,85000,Newark,NJ,New Jersey
Business Analyst,3.5,"EDP World, Inc.",1 to 50 employees,1968,Company - Private,Business Services,1,59000,85000,New York,NY,New York
Business Analyst,3.5,Robert Half,10000+ employees,1948,Company - Public,Business Services,1,59000,85000,Brooklyn,NY,New York
Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,59000,85000,New York,NY,New York
Hybris Business Analyst,4.1,SMITH,51 to 200 employees,2001,Company - Private,Business Services,1,59000,111000,Chicago,IL,Illinois
Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,59000,111000,Chicago,IL,Illinois
Cloud Business Analyst,4.6,10th Magnitude,1 to 50 employees,2010,Company - Private,Information Technology,1,59000,111000,Chicago,IL,Illinois
"Principal Analyst, Customer Insights (Remote Position)",4.1,Grand Rounds,501 to 1000 employees,2011,Company - Private,Health Care,1,59000,111000,Chicago,IL,Illinois
"Analyst, Business Process Outsourcing",3.5,Argo Group US,1001 to 5000 employees,1948,Company - Public,Insurance,1,59000,111000,Chicago,IL,Illinois
eCommerce Business Analyst,4.2,"Thanx Media, Inc.",1 to 50 employees,2005,Company - Private,Information Technology,1,59000,111000,Chicago,IL,Illinois
Business Systems Analyst,4.1,RGP,1001 to 5000 employees,1996,Company - Public,Business Services,1,59000,111000,Chicago,IL,Illinois
"Developer, Business Intelligence (Looker)",3.4,divvyDOSE,201 to 500 employees,2015,Company - Private,Health Care,1,59000,111000,Chicago,IL,Illinois
Jr. Business Intelligence Analyst,2.9,IFG Companies,201 to 500 employees,1985,Company - Private,Insurance,1,59000,111000,Chicago,IL,Illinois
"Business Management Analyst - Budget, Cost Control, Finance, Pricing",3.8,Northrop Grumman,10000+ employees,1939,Company - Public,Aerospace & Defense,1,59000,111000,Rolling Meadows,IL,Illinois
Financial Business Analyst,2.2,Focus Management Group,201 to 500 employees,2001,Company - Private,Finance,1,59000,111000,Chicago,IL,Illinois
Business Intelligence Analyst,2.9,IFG Companies,201 to 500 employees,1985,Company - Private,Insurance,1,59000,111000,Chicago,IL,Illinois
"Business Operations Analyst, Casualty",3.5,Argo Group US,1001 to 5000 employees,1948,Company - Public,Insurance,1,59000,111000,Chicago,IL,Illinois
Support Analyst,3.6,Oracle,10000+ employees,1977,Company - Public,Information Technology,1,59000,111000,Chicago,IL,Illinois
Sr Manager - Business Analyst - National Tax Technology,3.8,RSM,10000+ employees,1964,Private Practice / Firm,Accounting & Legal,1,59000,111000,Chicago,IL,Illinois
Business Analyst - III,3.4,DISYS,1001 to 5000 employees,1994,Company - Private,Information Technology,1,59000,111000,Chicago,IL,Illinois
Business Analyst Pharmacy & Retail Ops,3,Walgreens,10000+ employees,1901,Company - Public,Retail,1,59000,111000,Deerfield,IL,Illinois
Data Analyst,3.8,Undertone,201 to 500 employees,2001,Subsidiary or Business Segment,Business Services,1,59000,111000,Chicago,IL,Illinois
Data Analyst,3.7,BMO Financial Group,10000+ employees,1817,Company - Public,Finance,1,59000,111000,Chicago,IL,Illinois
Business Systems Analyst,3,Kalven Technologies,1 to 50 employees,2000,Company - Private,Information Technology,1,59000,111000,Elk Grove Village,IL,Illinois
Business Operations Analyst,3.5,U.S. Cellular,5001 to 10000 employees,1983,Company - Public,Telecommunications,1,59000,111000,Chicago,IL,Illinois
Senior Business Systems Analyst,3.7,Motorola Solutions,10000+ employees,1928,Company - Public,Information Technology,1,59000,111000,Chicago,IL,Illinois
Business Systems Analyst,4.7,Staid Logic LLC,51 to 200 employees,2006,Company - Private,Information Technology,1,59000,138000,Philadelphia,PA,Pennsylvania
Business Analyst,4.4,Contemporary Staffing Solutions,1001 to 5000 employees,1994,Company - Private,Business Services,1,59000,138000,Media,PA,Pennsylvania
Financial Analyst - Business Dining,3.2,Aramark,10000+ employees,1959,Company - Public,Business Services,1,59000,138000,Philadelphia,PA,Pennsylvania
Business Analyst,3,RMS Computer,201 to 500 employees,1985,Company - Private,Information Technology,1,59000,138000,Wilmington,DE,Delaware
Business Intelligence Analyst,3.5,Ellucian Inc.,1001 to 5000 employees,1968,Company - Private,Information Technology,1,59000,138000,Malvern,PA,Pennsylvania
Digital Business Analyst,3.9,Tech Air,201 to 500 employees,1935,Company - Private,Manufacturing,1,59000,138000,Conshohocken,PA,Pennsylvania
Identity Management Senior Business Analyst,3.7,Children's Hospital of Philadelphia,1001 to 5000 employees,1855,Nonprofit Organization,Health Care,1,59000,138000,Philadelphia,PA,Pennsylvania
Business Analyst,4.5,"Beacon Hill Staffing Group, LLC",501 to 1000 employees,2000,Company - Private,Business Services,1,59000,138000,King of Prussia,PA,Pennsylvania
Business Data Analyst,3.5,Dextro Software Systems,51 to 200 employees,1993,Company - Private,Information Technology,1,59000,138000,Bensalem,PA,Pennsylvania
Senior Business Analyst with P&C Insurance Experience,3.4,NTT DATA Services,10000+ employees,1967,Company - Public,Information Technology,1,59000,138000,Bala Cynwyd,PA,Pennsylvania
Digital Business Analyst,3.7,Airgas,10000+ employees,1982,Company - Public,Manufacturing,1,59000,138000,Conshohocken,PA,Pennsylvania
Business Analyst IV,4.6,"Turnberry Solutions, Inc",501 to 1000 employees,2001,Company - Private,Information Technology,1,59000,138000,Philadelphia,PA,Pennsylvania
Business/Data Analyst,3.4,Infinity Consulting Solutions,501 to 1000 employees,2001,Company - Private,Business Services,1,59000,138000,Wilmington,DE,Delaware
Business Analyst,3.9,Ampcus Incorporated,501 to 1000 employees,2004,Company - Private,Business Services,1,59000,138000,Conshohocken,PA,Pennsylvania
Business Systems Analyst,3.1,LePort Schools,501 to 1000 employees,2000,Company - Private,Education,1,59000,138000,West Chester,PA,Pennsylvania
Salesforce Business Analyst,3.9,Ampcus Incorporated,501 to 1000 employees,2004,Company - Private,Business Services,1,59000,138000,Philadelphia,PA,Pennsylvania
Operations Analyst II,3.7,Radian Group Inc.,1001 to 5000 employees,1977,Company - Public,Insurance,1,59000,138000,Philadelphia,PA,Pennsylvania
Project Analyst,3.2,West Pharmaceutical Services,5001 to 10000 employees,1923,Company - Public,Manufacturing,1,59000,138000,Exton,PA,Pennsylvania
Jr. Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,59000,138000,Philadelphia,PA,Pennsylvania
Financial Analyst,3.9,Citadel Federal Credit Union,501 to 1000 employees,1937,Nonprofit Organization,Finance,1,59000,138000,Exton,PA,Pennsylvania
Business Systems Analyst,2.2,Laurel Springs School,1001 to 5000 employees,1991,School / School District,Education,1,59000,138000,West Chester,PA,Pennsylvania
AI/ML Products Business Analyst,3.6,IQVIA,10000+ employees,2017,Company - Public,Biotech & Pharmaceuticals,1,59000,138000,Plymouth Meeting,PA,Pennsylvania
Marketing Business Analyst,4.3,Freedom Mortgage,1001 to 5000 employees,1990,Company - Private,Finance,1,59000,138000,Marlton,NJ,New Jersey
Data Analyst,3.9,Ampcus Incorporated,501 to 1000 employees,2004,Company - Private,Business Services,1,59000,138000,Philadelphia,PA,Pennsylvania
Business Analytics,3.4,"Tranzeal, Inc.",51 to 200 employees,1960,Company - Private,Business Services,1,59000,98000,Santa Clara,CA,California
Senior Technical Business Analyst (Overnight),3.5,Leidos,10000+ employees,1969,Company - Public,Aerospace & Defense,1,59000,107000,Austin,TX,Texas
Microsoft Dynamics CRM Data Analyst,3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,1,59000,107000,Austin,TX,Texas
Sr. Business Analyst (Overnight),3.5,Leidos,10000+ employees,1969,Company - Public,Aerospace & Defense,1,59000,107000,Austin,TX,Texas
Business Analyst- Rhapsody,3.7,22nd Century Technologies,1001 to 5000 employees,1997,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Dosimetry Lab Analyst,3.8,Flex,10000+ employees,1969,Company - Public,Manufacturing,1,59000,107000,Austin,TX,Texas
JPSC-7008 - Business Analyst,4.5,Avani Technology Solutions,501 to 1000 employees,2008,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Business Analyst (0-2 yrs),5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Business Systems Analyst,4.9,"Airetel Staffing, Inc",1 to 50 employees,2000,Company - Private,Business Services,1,59000,107000,Round Rock,TX,Texas
Data Analyst - People Analytics,4.7,OnlineMedEd,51 to 200 employees,2014,Company - Private,Education,1,59000,107000,Austin,TX,Texas
Technology Analyst - US,3.1,Infosys,10000+ employees,1981,Company - Public,Information Technology,1,59000,107000,Austin,TX,Texas
Senior Gameplay Analyst,4.5,SciPlay,201 to 500 employees,1998,Company - Public,Media,1,59000,107000,Austin,TX,Texas
Business Analyst with Financial Exp,4.8,System Soft Technologies,201 to 500 employees,1999,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
IT - Associate Business Analyst | Digital Marketing | Adobe AEM,3.7,Zentek Infosoft Inc.,51 to 200 employees,2014,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Civil Engineering Project Analyst,4.6,Foresite Group,51 to 200 employees,2003,Company - Private,Business Services,1,59000,107000,Austin,TX,Texas
JPSC-6784 - Business Analyst,4.5,Avani Technology Solutions,501 to 1000 employees,2008,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Siebel Senior Business Systems Analyst,3,Plantronics,5001 to 10000 employees,1961,Company - Public,Telecommunications,1,59000,107000,Austin,TX,Texas
Management Analyst,4.2,"Whitney, Bradley and Brown",501 to 1000 employees,1981,Company - Private,Business Services,1,59000,107000,Austin,TX,Texas
Urgent - Business Analyst (0-2 yrs Required),5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Business Analyst 2,3.7,22nd Century Technologies,1001 to 5000 employees,1997,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
Jr Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,59000,107000,Austin,TX,Texas
EDI Data Analyst,4.7,KGS,51 to 200 employees,2010,Company - Private,Finance,1,59000,107000,Austin,TX,Texas
Data Analyst,3.5,New York Life Insurance Co,10000+ employees,1845,Company - Private,Insurance,2,59000,85000,New York,NY,New York
Market Data Analyst,3.5,"EDP World, Inc.",1 to 50 employees,1968,Company - Private,Business Services,2,59000,85000,New York,NY,New York
Junior Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,59000,85000,New York,NY,New York
Microsoft Dynamics CRM Data Analyst,3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,2,59000,85000,New York,NY,New York
Practice Analyst Data,4,Northwell Health,10000+ employees,1997,Nonprofit Organization,Health Care,2,59000,85000,Manhasset,NY,New York
Buyside - Data Scientist/Research Analyst,3.3,Huxley,201 to 500 employees,1995,Company - Private,Business Services,2,59000,85000,New York,NY,New York
Data Analyst - Healthcare Provider Networks and Formularies,2.9,Vericred,1 to 50 employees,2015,Company - Private,Information Technology,2,59000,85000,New York,NY,New York
Electronic Trading Data Analyst,3.6,Scotiabank,10000+ employees,1832,Company - Public,Finance,2,59000,85000,New York,NY,New York
"Data Analyst, Center for Developing Brain",3.2,Child Mind Institute,201 to 500 employees,2009,Nonprofit Organization,Health Care,2,59000,85000,New York,NY,New York
Data Analyst with Rochade,4,Reliable Software Resources,501 to 1000 employees,2004,Company - Private,Information Technology,2,59000,85000,New York,NY,New York
Product Analyst - Data,2.7,William Hill US,10000+ employees,1934,Company - Public,"Arts, Entertainment & Recreation",2,59000,85000,Jersey City,NJ,New Jersey
Senior Data Analyst,4.1,Rockstar Games,1001 to 5000 employees,1998,Subsidiary or Business Segment,Media,2,59000,85000,New York,NY,New York
Market Research Data Analyst - Physician Technology,3.1,Decision Resources Group,1001 to 5000 employees,1990,Subsidiary or Business Segment,Information Technology,2,59000,85000,New York,NY,New York
Data Collection Analyst,3.9,Columbia University,10000+ employees,1938,College / University,Education,2,59000,85000,New York,NY,New York
Data Analyst,4.2,Precision technologies corp,201 to 500 employees,2008,Company - Private,Information Technology,2,59000,85000,New York,NY,New York
DATA ENTRY/ BILLING ANALYST,3.9,Cactus Holdings,1001 to 5000 employees,2002,Company - Private,Business Services,2,59000,85000,Queens Village,NY,New York
Student Persistence Initiative Data Analyst/Scientist,4.2,Cuny Research Foundation,10000+ employees,1963,Nonprofit Organization,Education,2,59000,85000,New York,NY,New York
Data Quality Analyst,-1,SGA Inc.,1 to 50 employees,1996,Company - Private,Business Services,2,59000,85000,New York,NY,New York
Sr. Business Intelligence Engineer / Data Analyst,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,2,59000,85000,New York,NY,New York
Senior Business Intelligence Analyst,4,Natera,501 to 1000 employees,2004,Company - Public,Biotech & Pharmaceuticals,3,59000,113000,Austin,TX,Texas
Sr. Data Engineer,3.9,Bright Health,201 to 500 employees,2015,Company - Private,Health Care,3,59000,113000,Austin,TX,Texas
Scientist III (Molecular Biology),3.7,Infotree Service Inc,51 to 200 employees,2004,Company - Private,Business Services,3,59000,113000,Austin,TX,Texas
Scientist III - IVD Product Development,3.4,Thermo Fisher Scientific,10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,3,59000,113000,Austin,TX,Texas
Digital Signal Processing Scientist,4.3,The University of Texas at Austin,10000+ employees,1883,College / University,Education,3,59000,113000,Austin,TX,Texas
"Senior Scientist, Bioanalytical Study Management",3.4,Worldwide Clinical Trials,1001 to 5000 employees,1986,Company - Private,Biotech & Pharmaceuticals,3,59000,113000,Austin,TX,Texas
Dev/Ops/Build and Release Engineering Scientist,4.3,The University of Texas at Austin,10000+ employees,1883,College / University,Education,3,59000,113000,Austin,TX,Texas
19-84R Team Lead (Data Analyst IV),2.8,Texas Water Development Board,201 to 500 employees,1957,Government,Government,3,59000,113000,Austin,TX,Texas
"AVP, Big Data and Machine Learning Solutions Architect",3.5,LPL Financial,1001 to 5000 employees,1968,Company - Public,Finance,3,59000,113000,Austin,TX,Texas
Clinical Data Reporter's,2.8,"Austin Staffing, Inc.",501 to 1000 employees,2005,Company - Private,Business Services,3,59000,113000,Austin,TX,Texas
Oracle EBS Business Analyst,3.5,Robert Half,10000+ employees,1948,Company - Public,Business Services,1,60000,109000,Jacksonville,FL,Florida
Computer Systems Analyst,4.9,"Orbis, Inc.",201 to 500 employees,2000,Company - Private,Business Services,1,60000,109000,Mayport,FL,Florida
Network Performance Analytics - Sr Manager Health Business Analyst,3.3,Blue Cross Blue Shield of Florida,10000+ employees,1944,Nonprofit Organization,Insurance,1,60000,109000,Jacksonville,FL,Florida
FINANCIAL MANAGEMENT ANALYST,3.8,U.S. Navy,1001 to 5000 employees,1775,Government,Government,1,60000,109000,Jacksonville,FL,Florida
Urgent - Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,60000,109000,Jacksonville,FL,Florida
Financial Analyst,2.9,City Facilities Management (FL) LLC,10000+ employees,1985,Company - Private,Government,1,60000,109000,Jacksonville,FL,Florida
Analyst - Process Improvement IV,3.1,Integrated Resources,201 to 500 employees,1996,Company - Private,Business Services,1,60000,109000,Jacksonville,FL,Florida
Network Performance Analytics - Sr Health Business Analyst,3.3,Blue Cross Blue Shield of Florida,10000+ employees,1944,Nonprofit Organization,Insurance,1,60000,109000,Jacksonville,FL,Florida
Systems Analyst,3.5,Robert Half,10000+ employees,1948,Company - Public,Business Services,1,60000,109000,Jacksonville,FL,Florida
Financial Analyst,3.5,Accounting Now,201 to 500 employees,1998,Company - Private,Business Services,1,60000,109000,Jacksonville,FL,Florida
Provider Performance Analytics - Sr Health Business Analyst,3.3,Blue Cross Blue Shield of Florida,10000+ employees,1944,Nonprofit Organization,Insurance,1,60000,109000,Jacksonville,FL,Florida
ML213 - Secondary Market Analyst,3.4,VyStar Credit Union,1001 to 5000 employees,1952,Nonprofit Organization,Finance,1,60000,109000,Jacksonville,FL,Florida
Quality Analyst Underwriter,4.4,Contemporary Staffing Solutions,1001 to 5000 employees,1994,Company - Private,Business Services,1,60000,109000,Jacksonville,FL,Florida
Project Analyst - Remote,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,1,60000,109000,Jacksonville,FL,Florida
Apps Dev Tech Lead Analyst (R2023465) Jacksonville/Tampa C13,3.7,Citi,10000+ employees,1812,Company - Public,Finance,1,60000,109000,Jacksonville,FL,Florida
Financial Analyst III - Baptist,3.3,Baptist Health of Northeast Florida,10000+ employees,1955,Nonprofit Organization,Health Care,1,60000,109000,Jacksonville,FL,Florida
Program Analyst (Countermeasure Expendables),3.7,KBR,10000+ employees,1901,Company - Public,"Oil, Gas, Energy & Utilities",1,60000,109000,Jacksonville,FL,Florida
LCS Training Analyst,3.6,CACI International,10000+ employees,1962,Company - Public,Aerospace & Defense,1,60000,109000,Jacksonville,FL,Florida
Senior Data Analyst,4.1,Bounce Exchange,201 to 500 employees,2012,Company - Private,Business Services,2,60000,110000,New York,NY,New York
Human Capital Data Analyst,4.5,Green Key Resources,201 to 500 employees,2004,Company - Private,Business Services,2,60000,110000,New York,NY,New York
GIS Data analyst,3.7,22nd Century Technologies,1001 to 5000 employees,1997,Company - Private,Information Technology,2,60000,110000,New York,NY,New York
Junior Data Analytics Solutions Analyst,3.1,Praescient Analytics,51 to 200 employees,2011,Company - Private,Business Services,2,60000,110000,New York,NY,New York
Data Analyst w/Capital Markets,3.7,Software Guidance & Assistance,51 to 200 employees,1981,Company - Private,Business Services,2,60000,110000,Jersey City,NJ,New Jersey
"VP, Research Project Analyst/Data Management",3.7,Citi,10000+ employees,1812,Company - Public,Finance,2,60000,110000,New York,NY,New York
Data Management Analyst,3.6,TSR Consulting,201 to 500 employees,1969,Company - Public,Business Services,2,60000,110000,New York,NY,New York
Data Governance Analyst,3.6,UBS,10000+ employees,1862,Company - Public,Finance,2,60000,110000,Weehawken,NJ,New Jersey
"Data Analyst, Enterprise Analytics",3.7,"Take-Two Interactive Software, Inc.",1001 to 5000 employees,1993,Company - Public,Media,2,60000,110000,New York,NY,New York
Data Analytics Solutions Analyst - Mid with Security Clearance,3.1,Praescient Analytics,51 to 200 employees,2011,Company - Private,Business Services,2,60000,110000,New York,NY,New York
Investment Management Summer Analyst Program - Office of COO: Data & Analytics,3.8,Morgan Stanley,10000+ employees,1935,Company - Public,Finance,2,60000,110000,New York,NY,New York
Data Collection Analyst,4.1,ICAP at Columbia University,501 to 1000 employees,2003,Nonprofit Organization,Health Care,2,60000,110000,New York,NY,New York
Sr Business /Data Analyst- Reference data,3.7,Xoriant Corporation,1001 to 5000 employees,1990,Company - Private,Information Technology,2,60000,110000,Jersey City,NJ,New Jersey
SENIOR DATA ANALYST,3.7,Montefiore Medical,10000+ employees,1884,Nonprofit Organization,Health Care,2,60000,110000,New York,NY,New York
Data Reporting Analyst,3.2,NADAP,201 to 500 employees,1971,Nonprofit Organization,Non-Profit,2,60000,110000,New York,NY,New York
Data Governance Analyst,-1,SGA Inc.,1 to 50 employees,1996,Company - Private,Business Services,2,60000,110000,New York,NY,New York
"Principal Data Analyst, LATAM – Disney Streaming Services",3.6,Disney Streaming Services,501 to 1000 employees,2018,Company - Private,Information Technology,2,60000,110000,New York,NY,New York
Data Analyst (35 hours/week),3.5,CASES,201 to 500 employees,1989,Nonprofit Organization,Non-Profit,2,60000,110000,New York,NY,New York
Data Analyst,3.9,Wintrust Financial,1001 to 5000 employees,1991,Company - Public,Finance,2,60000,66000,Chicago,IL,Illinois
Data Analyst,3.7,NCSA - Next College Student Athlete,501 to 1000 employees,2000,Company - Private,"Arts, Entertainment & Recreation",2,60000,66000,Chicago,IL,Illinois
Data Analyst,3.7,Riskonnect,201 to 500 employees,2007,Company - Private,Information Technology,2,60000,66000,Chicago,IL,Illinois
Data Transformation Analyst,5,Centric Consulting,501 to 1000 employees,1999,Company - Private,Business Services,2,60000,66000,Chicago,IL,Illinois
Data Analyst,3.2,GoHealth,501 to 1000 employees,2001,Company - Private,Health Care,2,60000,66000,Chicago,IL,Illinois
Jr. Data Analyst,3.4,Kelly,5001 to 10000 employees,1946,Company - Public,Business Services,2,60000,66000,Downers Grove,IL,Illinois
Urgent Need - Data Analyst,3.4,Kelly,5001 to 10000 employees,1946,Company - Public,Business Services,2,60000,66000,Chicago,IL,Illinois
Data Analyst,3.8,Undertone,201 to 500 employees,2001,Subsidiary or Business Segment,Business Services,2,60000,66000,Chicago,IL,Illinois
Business Systems & Data Analyst,2.8,Mike's Hard Lemonade,201 to 500 employees,1999,Company - Private,Manufacturing,2,60000,66000,Chicago,IL,Illinois
Healthcare Data Analyst - Remote,3.3,Allscripts,5001 to 10000 employees,1986,Company - Public,Information Technology,2,60000,66000,Chicago,IL,Illinois
Junior Data Analyst,3.7,Circle Logistics,201 to 500 employees,2011,Company - Private,Transportation & Logistics,2,60000,66000,Chicago,IL,Illinois
Data Analyst,4,University of Chicago,10000+ employees,1890,College / University,Education,2,60000,66000,Chicago,IL,Illinois
Product Data Analyst,3.9,Mondo,51 to 200 employees,2000,Company - Private,Business Services,2,60000,66000,Chicago,IL,Illinois
Data Analyst (Junior),4.6,Swoon,201 to 500 employees,2010,Company - Private,Business Services,2,60000,66000,Downers Grove,IL,Illinois
Data Analyst,4.6,Swoon,201 to 500 employees,2010,Company - Private,Business Services,2,60000,66000,Downers Grove,IL,Illinois
Associate Marketing Data Analyst,4.1,Bosch Group,10000+ employees,1886,Company - Private,Manufacturing,2,60000,66000,Broadview,IL,Illinois
Outsights Data Analyst,3.3,Tempus,51 to 200 employees,1999,Company - Private,Finance,2,60000,66000,Chicago,IL,Illinois
Business Data Analyst,3.3,Feeding America,51 to 200 employees,1979,Nonprofit Organization,Non-Profit,2,60000,66000,Chicago,IL,Illinois
Data Analyst,4.7,CRS Group,51 to 200 employees,1994,Company - Private,Business Services,2,60000,66000,Chicago,IL,Illinois
Data Analyst,4.3,Peterson Technology Partners,201 to 500 employees,1997,Contract,Information Technology,2,60000,66000,Chicago,IL,Illinois
Data Analyst,3.2,BMO,10000+ employees,1882,Subsidiary or Business Segment,Finance,2,60000,66000,Chicago,IL,Illinois
Data Analyst - Excel,3.3,AppleOne,1001 to 5000 employees,1964,Company - Private,Business Services,2,60000,66000,Downers Grove,IL,Illinois
Associate Marketing Data Analyst,3.1,Robert Bosch Tool Corporation,1001 to 5000 employees,1971,Subsidiary or Business Segment,Manufacturing,2,60000,66000,Broadview,IL,Illinois
Data Analyst,3.5,Chicago Public Schools,10000+ employees,1883,School / School District,Education,2,60000,66000,Chicago,IL,Illinois
Data Integrity Analyst,3.3,Chicago,10000+ employees,1837,Government,Government,2,60000,66000,Chicago,IL,Illinois
Data Integrity Analyst,3.8,Guggenheim Partners,1001 to 5000 employees,1999,Private Practice / Firm,Finance,2,60000,66000,Chicago,IL,Illinois
